Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 54 - MORELIA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
E1,AC,Urna tradicional,28,40,26,1,5,1,1,,,,,0,,5,1,,,,0,91,199,185
Total,,,1256,1585,588,80,52,55,40,0,0,0,0,40,0,83,32,0,0,0,2,227,4040,8465
Sección 1264 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,108,114,44,9,7,1,6,,,,,2,,8,3,,,,0,8,310,727
C1,AC,Urna tradicional,116,142,34,7,7,5,8,,,,,2,,5,3,,,,2,17,348,727
C2,AC,Urna tradicional,137,115,38,5,2,5,2,,,,,8,,1,2,,,,0,8,323,727
C3,AC,Urna tradicional,103,105,34,2,6,1,7,,,,,7,,5,0,,,,0,9,279,727
C4,AC,Urna tradicional,85,146,43,6,5,3,2,,,,,4,,7,2,,,,0,8,311,727
E1,AC,Urna tradicional,67,170,33,3,6,2,1,,,,,2,,3,1,,,,0,10,298,638
Total,,,616,792,226,32,33,17,26,0,0,0,0,25,0,29,11,0,0,0,2,60,1869,4273
Sección 1265 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,89,103,17,6,2,2,3,,,,,1,,5,1,,,,0,11,240,611
C1,AC,Urna tradicional,89,101,25,2,2,2,3,,,,,3,,3,0,,,,0,4,234,611
C2,AC,Urna tradicional,108,131,20,2,1,5,0,,,,,0,,7,0,,,,0,10,284,612
Total,,,286,335,62,10,5,9,6,0,0,0,0,4,0,15,1,0,0,0,0,25,758,1834
Sección 1266 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,73,237,30,3,5,2,3,,,,,0,,4,1,,,,0,19,377,654
C1,AC,Urna tradicional,62,246,22,4,9,2,2,,,,,0,,10,1,,,,1,14,373,655
Total,,,135,483,52,7,14,4,5,0,0,0,0,0,0,14,2,0,0,0,1,33,750,1309
Sección 1267 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,147,26,5,6,2,2,,,,,2,,5,0,,,,0,7,325,725
C1,AC,Urna tradicional,133,123,47,6,3,7,5,,,,,8,,3,0,,,,0,10,345,725
C2,AC,Urna tradicional,115,156,33,2,5,3,6,,,,,2,,5,3,,,,0,8,338,725
C3,AC,Urna tradicional,110,119,45,5,2,4,4,,,,,3,,5,0,,,,3,7,307,725
C4,AC,Urna tradicional,135,132,27,3,3,2,6,,,,,2,,2,2,,,,0,8,322,726
C5,AC,Urna tradicional,108,132,50,9,4,1,2,,,,,4,,3,1,,,,0,7,321,726
C6,AC,Urna tradicional,121,122,35,3,3,2,4,,,,,3,,3,0,,,,0,6,302,726
C7,AC,Urna tradicional,115,111,42,4,7,5,8,,,,,4,,3,3,,,,0,7,309,726
C8,AC,Urna tradicional,92,137,43,7,3,2,2,,,,,1,,3,0,,,,1,14,305,726
C9,AC,Urna tradicional,119,146,45,5,4,5,6,,,,,5,,8,1,,,,0,8,352,726
C10,AC,Urna tradicional,107,136,25,6,5,4,3,,,,,4,,11,1,,,,0,10,312,726
C11,AC,Urna tradicional,134,144,32,5,0,3,2,,,,,5,,4,2,,,,0,11,342,726
Total,,,1412,1605,450,60,45,40,50,0,0,0,0,43,0,55,13,0,0,0,4,103,3880,8708
Sección 1268 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,189,140,50,5,2,6,5,,,,,8,,6,2,,,,0,10,423,711
C1,AC,Urna tradicional,209,134,49,7,5,9,8,,,,,8,,6,3,,,,0,16,454,712
C2,AC,Urna tradicional,215,132,66,5,5,7,8,,,,,1,,4,3,,,,0,20,466,712
C3,AC,Urna tradicional,204,128,58,5,5,6,5,,,,,12,,7,3,,,,2,11,446,712
C4,AC,Urna tradicional,207,122,62,9,2,6,13,,,,,4,,2,2,,,,0,19,448,712
C5,AC,Urna tradicional,202,158,52,3,2,10,6,,,,,2,,7,4,,,,0,11,457,712
E1,AC,Urna tradicional,199,135,62,5,5,12,1,,,,,8,,13,1,,,,0,11,452,739
E1C1,AC,Urna tradicional,185,146,59,3,5,5,6,,,,,2,,11,3,,,,1,19,445,740
E2,AC,Urna tradicional,82,123,39,5,4,4,3,,,,,1,,2,4,,,,0,7,274,427
E2C1,AC,Urna tradicional,59,110,37,6,5,3,3,,,,,0,,11,4,,,,0,8,246,427
Total,,,1751,1328,534,53,40,68,58,0,0,0,0,46,0,69,29,0,0,0,3,132,4111,6604
Sección 1269 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,83,70,26,22,2,2,2,,,,,2,,5,8,,,,0,6,228,489
C1,AC,Urna tradicional,63,79,47,24,5,4,2,,,,,4,,6,6,,,,0,10,250,489
Total,,,146,149,73,46,7,6,4,0,0,0,0,6,0,11,14,0,0,0,0,16,478,978
Sección 1270 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,130,24,6,2,3,2,,,,,5,,8,5,,,,0,15,318,605
C1,AC,Urna tradicional,87,163,53,12,8,5,2,,,,,2,,8,2,,,,0,12,354,605
C2,AC,Urna tradicional,105,155,32,11,2,3,1,,,,,2,,5,5,,,,1,15,337,605
C3,AC,Urna tradicional,108,142,51,14,4,2,2,,,,,2,,7,8,,,,0,15,355,606
C4,AC,Urna tradicional,123,114,53,24,0,4,3,,,,,2,,11,8,,,,0,15,357,606
Total,,,541,704,213,67,16,17,10,0,0,0,0,13,0,39,28,0,0,0,1,72,1721,3027
Sección 1271 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,79,129,55,9,3,1,4,,,,,2,,9,6,,,,0,18,315,634
C1,AC,Urna tradicional,72,163,46,2,10,4,3,,,,,3,,6,1,,,,0,0,310,634
C2,AC,Urna tradicional,80,111,37,5,2,4,6,,,,,1,,10,4,,,,0,13,273,634
C3,AC,Urna tradicional,89,134,54,3,4,7,2,,,,,3,,3,3,,,,1,13,316,634
E1,AC,Urna tradicional,114,136,48,8,3,4,3,,,,,1,,8,0,,,,1,17,343,659
E1C1,AC,Urna tradicional,113,125,35,6,3,10,7,,,,,3,,4,1,,,,0,12,319,660
E1C2,AC,Urna tradicional,109,123,44,4,4,4,3,,,,,2,,2,6,,,,0,9,310,660
Total,,,656,921,319,37,29,34,28,0,0,0,0,15,0,42,21,0,0,0,2,82,2186,4515
Sección 1272 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,28,85,36,8,0,4,1,,,,,2,,5,5,,,,1,14,189,390
C1,AC,Urna tradicional,39,71,71,5,4,2,1,,,,,0,,2,1,,,,0,10,206,390
Total,,,67,156,107,13,4,6,2,0,0,0,0,2,0,7,6,0,0,0,1,24,395,780
Sección 1273 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,176,24,3,3,3,3,,,,,6,,10,0,,,,1,10,362,612
E1,AC,Urna tradicional,109,32,22,7,6,2,1,,,,,2,,2,2,,,,0,19,204,354
Total,,,232,208,46,10,9,5,4,0,0,0,0,8,0,12,2,0,0,0,1,29,566,966
Sección 1274 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,63,25,9,2,0,0,1,,,,,0,,1,0,,,,0,6,107,172
Total,,,63,25,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,107,172
Sección 1275 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,132,41,2,5,1,0,1,,,,,3,,3,2,,,,0,12,202,433
Total,,,132,41,2,5,1,0,1,0,0,0,0,3,0,3,2,0,0,0,0,12,202,433
Sección 1276 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,174,33,6,4,3,0,,,,,2,,13,1,,,,0,7,325,600
C1,AC,Urna tradicional,88,158,32,6,4,4,0,,,,,4,,8,0,,,,0,16,320,600
C2,AC,Urna tradicional,105,172,29,4,3,3,1,,,,,2,,10,4,,,,0,23,356,601
Total,,,275,504,94,16,11,10,1,0,0,0,0,8,0,31,5,0,0,0,0,46,1001,1801
Sección 1277 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,71,170,51,2,3,4,1,,,,,2,,6,4,,,,0,19,333,630
C1,AC,Urna tradicional,56,147,61,5,6,7,2,,,,,2,,8,2,,,,0,9,305,631
C2,AC,Urna tradicional,64,155,37,6,4,7,3,,,,,9,,3,0,,,,0,17,305,631
Total,,,191,472,149,13,13,18,6,0,0,0,0,13,0,17,6,0,0,0,0,45,943,1892
Sección 1278 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,33,177,28,4,5,14,1,,,,,1,,11,3,,,,0,14,291,496
E1,AC,Urna tradicional,12,80,17,4,4,1,0,,,,,0,,4,2,,,,0,3,127,239
Total,,,45,257,45,8,9,15,1,0,0,0,0,1,0,15,5,0,0,0,0,17,418,735
Sección 1279 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,95,91,13,15,1,2,2,,,,,4,,6,0,,,,0,20,249,476
C1,AC,Urna tradicional,71,123,8,9,1,0,0,,,,,1,,7,0,,,,1,20,241,477
Total,,,166,214,21,24,2,2,2,0,0,0,0,5,0,13,0,0,0,0,1,40,490,953
Sección 1280 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,128,11,3,4,0,5,,,,,4,,16,2,,,,0,19,256,403
E1,AC,Urna tradicional,88,56,17,2,3,1,0,,,,,6,,3,0,,,,0,5,181,289
E2,AC,Urna tradicional,87,85,7,1,1,0,0,,,,,0,,2,0,,,,0,4,187,302
E3,AC,Urna tradicional,44,113,4,5,3,0,1,,,,,2,,8,0,,,,1,10,191,365
Total,,,283,382,39,11,11,1,6,0,0,0,0,12,0,29,2,0,0,0,1,38,815,1359
Sección 1281 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,28,87,43,4,5,3,0,,,,,0,,3,5,,,,0,11,189,355
Total,,,28,87,43,4,5,3,0,0,0,0,0,0,0,3,5,0,0,0,0,11,189,355
Sección 1282 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,17,49,96,4,2,0,2,,,,,1,,2,5,,,,0,12,190,388
E1,AC,Urna tradicional,54,191,43,1,3,3,1,,,,,2,,0,1,,,,0,8,307,527
Total,,,71,240,139,5,5,3,3,0,0,0,0,3,0,2,6,0,0,0,0,20,497,915
Sección 1283 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,95,174,62,12,3,7,2,,,,,7,,9,3,,,,0,13,387,713
C1,AC,Urna tradicional,113,150,58,9,8,6,5,,,,,1,,4,5,,,,0,10,369,713
C2,AC,Urna tradicional,100,158,54,6,3,9,5,,,,,2,,7,6,,,,2,14,366,714
C3,AC,Urna tradicional,117,171,57,7,5,5,1,,,,,3,,5,1,,,,0,10,382,714
C4,AC,Urna tradicional,111,174,55,11,2,7,2,,,,,4,,6,3,,,,0,11,386,714
C5,AC,Urna tradicional,98,175,42,8,7,7,0,,,,,4,,6,5,,,,2,18,372,714
C6,AC,Urna tradicional,123,167,62,8,2,3,3,,,,,4,,6,6,,,,0,13,397,714
C7,AC,Urna tradicional,104,174,71,11,4,9,1,,,,,4,,8,4,,,,0,8,398,714
Total,,,861,1343,461,72,34,53,19,0,0,0,0,29,0,51,33,0,0,0,4,97,3057,5710
Sección 1284 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,86,153,43,9,9,5,7,,,,,3,,4,1,,,,1,14,335,677
C1,AC,Urna tradicional,93,171,21,4,3,2,3,,,,,5,,7,4,,,,0,10,323,677
C2,AC,Urna tradicional,91,136,30,7,6,4,1,,,,,0,,2,1,,,,0,14,292,678
C3,AC,Urna tradicional,90,151,32,9,7,1,1,,,,,3,,0,2,,,,1,6,303,678
Total,,,360,611,126,29,25,12,12,0,0,0,0,11,0,13,8,0,0,0,2,44,1253,2710
Sección 1285 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,114,121,64,16,6,7,4,,,,,2,,4,6,,,,0,15,359,676
C1,AC,Urna tradicional,112,117,69,7,3,3,4,,,,,6,,8,3,,,,0,11,343,676
C2,AC,Urna tradicional,110,115,66,13,2,3,2,,,,,2,,2,7,,,,3,13,338,677
Total,,,336,353,199,36,11,13,10,0,0,0,0,10,0,14,16,0,0,0,3,39,1040,2029
Sección 1286 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,115,106,38,4,6,3,1,,,,,3,,4,9,,,,0,21,310,565
C1,AC,Urna tradicional,82,122,43,12,4,3,2,,,,,2,,2,1,,,,2,17,292,566
C2,AC,Urna tradicional,110,105,38,2,5,6,2,,,,,4,,6,5,,,,0,12,295,566
C3,AC,Urna tradicional,89,109,44,19,4,2,1,,,,,3,,6,1,,,,0,16,294,566
E1,AC,Urna tradicional,163,108,43,10,8,2,3,,,,,1,,5,1,,,,2,12,358,637
Total,,,559,550,206,47,27,16,9,0,0,0,0,13,0,23,17,0,0,0,4,78,1549,2900
Sección 1287 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,108,55,10,2,2,3,,,,,4,,5,5,,,,0,14,314,550
Total,,,106,108,55,10,2,2,3,0,0,0,0,4,0,5,5,0,0,0,0,14,314,550
Sección 2675 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,100,127,32,6,6,4,4,,,,,1,,1,0,,,,1,5,287,562
C1,AC,Urna tradicional,144,95,42,7,1,4,4,,,,,2,,6,1,,,,0,7,313,562
C2,AC,Urna tradicional,111,85,38,7,5,7,4,,,,,3,,0,5,,,,0,7,272,563
Total,,,355,307,112,20,12,15,12,0,0,0,0,6,0,7,6,0,0,0,1,19,872,1687
Sección 2677 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,56,117,23,13,4,1,2,,,,,0,,0,3,,,,0,4,223,443
C1,AC,Urna tradicional,41,102,27,13,1,2,1,,,,,1,,1,1,,,,0,8,198,443
Total,,,97,219,50,26,5,3,3,0,0,0,0,1,0,1,4,0,0,0,0,12,421,886
Total municipal,,,113785,113858,38275,4935,3406,4574,2582,0,0,0,0,3497,0,4897,2369,0,0,0,322,11282,303782,555864
